PHONE_ID,PHONE_TOESTELMERK,PHONE_MODEL,PHONE_TITLE,PHONE_TITLE_DETAILS,PHONE_TILDSDUUR,PHONE_GARANTIE,PHONE_PRICE,CURRENT_LINK
2462,Motorola,Moto G2,"Anders
",Omschrijf de klacht zo duidelijk mogelijk bij de klachtomschrijving.,Word bij ontvangst aangegeven,,€ 0.00,https://www.doctorphone.nl/reparatie-motorola-moto-g2
2463,Motorola,Moto E,"Touchscreen glas vervangen
","Wanneer uw Motorola Moto E een glasbreuk, niet werkend Touch screen of defect LCD display heeft (wit of zwarte vlekken/strepen) dan dient altijd het gehele scherm vervangen te worden.",1 uur alleen op afspraak,Levenslang,€ 49.00,https://www.doctorphone.nl/reparatie-motorola-moto-e
2464,Motorola,Moto E,"Oplaad connector vervangen
","Laadt uw toestel niet meer op? Kunt u geen verbinding maken met uw Pc of Mac? Bij deze reparatie wordt de kapotte oplaad connector module vervangen door een nieuw, origineel exemplaar.",1 uur alleen op afspraak,3 maanden,€ 45.00,https://www.doctorphone.nl/reparatie-motorola-moto-e
2465,Motorola,Moto E,"Accu vervangen
","Laadt uw Motorola Moto E niet of nauwelijks meer op? Valt het toestel vaak uit? Geeft het telkens andere percentages weer? Waarschijnlijk is dan de accu van de smartphone of tablet aan vervanging toe. Wij vervangen snel uw oude accu door een nieuw, origineel exemplaar",1 uur alleen op afspraak,3 maanden,€ 39.00,https://www.doctorphone.nl/reparatie-motorola-moto-e
2466,Motorola,Moto E,"Prijsopgave voor verzekering
","Heeft u uw toestel laten vallen of derden en daardoor schade aan het toestel. Veel mensen weten niet dat de kosten voor het repareren van het toestel vaak bij de verzekering gedeclareerd kunnen worden.

Bij ons kunt u terecht voor een officiele factuur van de reparatiekosten. De kosten voor de factuur worden in mindering gebracht op de totale reparatiekosten als u het toestel bij ons laat repareren. ",Direct na reparatie onderzoek,,€ 35.00,https://www.doctorphone.nl/reparatie-motorola-moto-e
2467,Motorola,Moto E,"Waterschade reparatie
","Bij waterschade wordt uw toestel intern schoongemaakt in een ultrasoon bad, en wordt bekeken welke onderdelen vervangen dienen te worden voor volledig herstel.
 
Dit alles binnen 1 werkdag. 80% kans op volledig herstel na waterschade.",1 werkdag,,€ 35.00,https://www.doctorphone.nl/reparatie-motorola-moto-e
2468,Motorola,Moto E,"Luidspreker
","Heeft u problemen met uw Motorola Moto E met het horen van bijvoorbeeld uw ringtone of muziek, werkt deze niet of hoort u geruis? Bij deze reparatie wordt de loudspeakerunit vervangen door een nieuw, origineel exemplaar.",1 uur alleen op afspraak,Levenslang,€ 29.00,https://www.doctorphone.nl/reparatie-motorola-moto-e
2469,Motorola,Moto E,"Software herstel
",Komt uw Motorola Moto E niet verder dan het Logo of zitten er andere fouten in de software van het toestel? Bij deze reparatie wordt toestel volledig gewist en komt er nieuwe software op,1 uur alleen op afspraak,3 maanden,€ 25.00,https://www.doctorphone.nl/reparatie-motorola-moto-e
2470,Motorola,Moto G,"Touchscreen glas vervangen
","Wanneer uw Motorola Moto G een glasbreuk, niet werkend Touch screen of defect LCD display heeft (wit of zwarte vlekken/strepen) dan dient altijd het gehele scherm vervangen te worden.",1 uur alleen op afspraak,Levenslang,€ 99.00,https://www.doctorphone.nl/reparatie-motorola-moto-g
2471,Motorola,Moto G,"Oplaad connetor vervangen
","Laadt uw toestel niet meer op? Kunt u geen verbinding maken met uw Pc of Mac? Bij deze reparatie wordt de kapotte oplaad connector module vervangen door een nieuw, origineel exemplaar.",1 uur alleen op afspraak,3 maanden,€ 45.00,https://www.doctorphone.nl/reparatie-motorola-moto-g
2472,Motorola,Moto G,"Accu vervangen
","Laadt uw Motorola Moto G niet of nauwelijks meer op? Valt het toestel vaak uit? Geeft het telkens andere percentages weer? Waarschijnlijk is dan de accu van de smartphone of tablet aan vervanging toe. Wij vervangen snel uw oude accu door een nieuw, origineel exemplaar",1 uur alleen op afspraak,3 maanden,€ 39.00,https://www.doctorphone.nl/reparatie-motorola-moto-g
2473,Motorola,Moto G,"Prijsopgave voor verzekering
","Heeft u uw toestel laten vallen of derden en daardoor schade aan het toestel. Veel mensen weten niet dat de kosten voor het repareren van het toestel vaak bij de verzekering gedeclareerd kunnen worden.

Bij ons kunt u terecht voor een officiele factuur van de reparatiekosten. De kosten voor de factuur worden in mindering gebracht op de totale reparatiekosten als u het toestel bij ons laat repareren.",1 werkdag,,€ 35.00,https://www.doctorphone.nl/reparatie-motorola-moto-g
2474,Motorola,Moto G,"Waterschade reparatie
","Bij waterschade wordt uw toestel intern schoongemaakt in een ultrasoon bad, en wordt bekeken welke onderdelen vervangen dienen te worden voor volledig herstel.
 
Dit alles binnen 1 werkdag. 80% kans op volledig herstel na waterschade.",Direct na reparatie onderzoek,,€ 35.00,https://www.doctorphone.nl/reparatie-motorola-moto-g
2475,Motorola,Moto G,"Luidspreker
","Heeft u problemen met uw Motorola Moto G met het horen van bijvoorbeeld uw ringtone of muziek, werkt deze niet of hoort u geruis? Bij deze reparatie wordt de loudspeakerunit vervangen door een nieuw, origineel exemplaar.",1 uur alleen op afspraak,Levenslang,€ 29.00,https://www.doctorphone.nl/reparatie-motorola-moto-g
2476,Motorola,Moto G,"Software herstel
",Komt uw Motorola Moto G niet verder dan het Logo of zitten er andere fouten in de software van het toestel? Bij deze reparatie wordt toestel volledig gewist en komt er nieuwe software op,1 uur alleen op afspraak,3 maanden,€ 25.00,https://www.doctorphone.nl/reparatie-motorola-moto-g
2477,Motorola,Moto G,"Anders
",Omschrijf de klacht zo duidelijk mogelijk bij de klachtomschrijving.,Wordt bij de ontvangst aangeven,,€ 0.00,https://www.doctorphone.nl/reparatie-motorola-moto-g
2478,Motorola,Moto G4 4th Gen,"Touchscreen / lcd scherm vervangen
","Wanneer uw toestel een glasbreuk, niet werkend Touchscreen of defect LCD display heeft (wit of zwarte vlekken/strepen) dan dient altijd het gehele scherm vervangen te worden.",1 uur alleen op afspraak,Levenslang,€ 99.00,https://www.doctorphone.nl/reparatie-motorola-moto-g4-4th-gen
2479,Motorola,Moto G4 4th Gen,"Oplaad connector vervangen
","Laadt uw toestel niet meer op? Kunt u geen verbinding maken met uw Pc of Mac? Bij deze reparatie wordt de kapotte oplaad connector module vervangen door een nieuw, origineel exemplaar.",1 uur alleen op afspraak,3 maanden,€ 49.00,https://www.doctorphone.nl/reparatie-motorola-moto-g4-4th-gen
2480,Motorola,Moto G4 4th Gen,"Achter camera
","Werkt de achter camera van uw toestel niet? Gaat camera lens niet open? Heeft u problemen met flits? Bij deze reparatie wordt de kapotte  camera-unit inclusief het flits vervangen door een nieuw, origineel exemplaar.",1 uur alleen op afspraak,3 maanden,€ 39.00,https://www.doctorphone.nl/reparatie-motorola-moto-g4-4th-gen
2481,Motorola,Moto G4 4th Gen,"Prijsopgave voor verzekering
","Heeft u uw toestel laten vallen of derden en daardoor schade aan het toestel. Veel mensen weten niet dat de kosten voor het repareren van het toestel vaak bij de verzekering gedeclareerd kunnen worden.

Bij ons kunt u terecht voor een officiele factuur van de reparatiekosten. De kosten voor de factuur worden in mindering gebracht op de totale reparatiekosten als u het toestel bij ons laat repareren.",Direct na reparatie onderzoek,,€ 35.00,https://www.doctorphone.nl/reparatie-motorola-moto-g4-4th-gen
2482,Motorola,Moto G4 4th Gen,"Waterschade reparatie
","Bij waterschade wordt uw toestel intern schoongemaakt in een ultrasoon bad, en wordt bekeken welke onderdelen vervangen dienen te worden voor volledig herstel.
 
Dit alles binnen 1 werkdag. 80% kans op volledig herstel na waterschade.",1 werkdag,,€ 35.00,https://www.doctorphone.nl/reparatie-motorola-moto-g4-4th-gen
2483,Motorola,Moto G4 4th Gen,"Voor camera
","Werkt de camera van uw toestel niet? Gaat camera lens niet open? Bij deze reparatie wordt de kapotte smartphone of tablet camera-unit vervangen door een nieuw, origineel exemplaar.",1 uur alleen op afspraak,3 maanden,€ 35.00,https://www.doctorphone.nl/reparatie-motorola-moto-g4-4th-gen
2484,Motorola,Moto G4 4th Gen,"Accu vervangen
","Laadt uw toestel niet of nauwelijks meer op? Valt het toestel vaak uit? Geeft het telkens andere percentages weer? Waarschijnlijk is dan de accu van de smartphone of tablet aan vervanging toe. Wij vervangen snel uw oude accu door een nieuw, origineel exemplaar!",1 uur alleen op afspraak,3 maanden,€ 0.00,https://www.doctorphone.nl/reparatie-motorola-moto-g4-4th-gen
2485,Motorola,Moto G4 4th Gen,"Software herstel
",Komt uw toestel niet verder dan het Logo of zitten er andere fouten in de software van het toestel? Bij deze reparatie wordt toestel volledig gewist en komt er nieuwe software op.,1 uur alleen op afspraak,3 maanden,€ 0.00,https://www.doctorphone.nl/reparatie-motorola-moto-g4-4th-gen
2486,Motorola,Moto G4 4th Gen,"Anders
",Omschrijf de klacht zo duidelijk mogelijk bij de klachtomschrijving.,Wordt bij het ontvangst aangeven,,€ 0.00,https://www.doctorphone.nl/reparatie-motorola-moto-g4-4th-gen
2487,Motorola,Moto G4 4th Gen,"Touchscreen glas vervangen
",Het touchscreen is de glasplaat met daaronder tegenaan de digitizer. Deze dient vervangen te worden wanneer het glas gebroken is en/of het scherm niet meer reageert op aanraking.,1 uur alleen op afspraak,Levenslang,€ 0.00,https://www.doctorphone.nl/reparatie-motorola-moto-g4-4th-gen
2488,Motorola,Moto G4 4th Gen,"Oorspeaker vervangen
","Verstaat u tijdens het bellen uw gesprekspartner slecht, of zelfs niet?
Bij deze reparatie wordt de oor speaker unit vervangen door een nieuw, origineel exemplaar.",1 uur alleen op afspraak,3 maanden,€ 0.00,https://www.doctorphone.nl/reparatie-motorola-moto-g4-4th-gen
2489,Motorola,Moto G4 4th Gen,"Microfoon vervangen
","Hoort de tegenpartij u nauwelijks of niet? Geen geluid tijdens het opnemen van video's
Bij deze reparatie wordt de microfoon vervangen door een nieuw, origineel exemplaar.",1 uur alleen op afspraak,3 maanden,€ 0.00,https://www.doctorphone.nl/reparatie-motorola-moto-g4-4th-gen
2490,Motorola,Moto G4 4th Gen,"Backcover vervangen
",,,,€ 0.00,https://www.doctorphone.nl/reparatie-motorola-moto-g4-4th-gen
2491,Motorola,Moto G4 4th Gen,"Luidspreker
",,,,€ 0.00,https://www.doctorphone.nl/reparatie-motorola-moto-g4-4th-gen
2492,Motorola,Moto G4 4th Gen,"Koptelefoon aansluiting
",,,,€ 0.00,https://www.doctorphone.nl/reparatie-motorola-moto-g4-4th-gen
2493,Motorola,Moto G4 4th Gen,"Home button vervangen
",,,,€ 0.00,https://www.doctorphone.nl/reparatie-motorola-moto-g4-4th-gen
2494,Motorola,Moto G4 Play 2016,"Waterschade reparatie
","Bij waterschade wordt uw toestel intern schoongemaakt in een ultrasoon bad, en wordt bekeken welke onderdelen vervangen dienen te worden voor volledig herstel.
 
Dit alles binnen 1 werkdag. 80% kans op volledig herstel na waterschade.",1 werkdag,,€ 35.00,https://www.doctorphone.nl/reparatie-motorola-moto-g4-play-2016
2495,Motorola,Moto G4 Play 2016,"Touchscreen / lcd scherm vervangen
","Wanneer uw toestel een glasbreuk, niet werkend Touchscreen of defect LCD display heeft (wit of zwarte vlekken/strepen) dan dient altijd het gehele scherm vervangen te worden.",1 uur alleen op afspraak,Levenslang,€ 0.00,https://www.doctorphone.nl/reparatie-motorola-moto-g4-play-2016
2496,Motorola,Moto G4 Play 2016,"Oplaad connector vervangen
","Laadt uw toestel niet meer op? Kunt u geen verbinding maken met uw Pc of Mac? Bij deze reparatie wordt de kapotte oplaad connector module vervangen door een nieuw, origineel exemplaar.",1 uur alleen op afspraak,3 maanden,€ 0.00,https://www.doctorphone.nl/reparatie-motorola-moto-g4-play-2016
2497,Motorola,Moto G4 Play 2016,"Accu vervangen
","Laadt uw toestel niet of nauwelijks meer op? Valt het toestel vaak uit? Geeft het telkens andere percentages weer? Waarschijnlijk is dan de accu van de smartphone of tablet aan vervanging toe. Wij vervangen snel uw oude accu door een nieuw, origineel exemplaar!",1 uur alleen op afspraak,3 maanden,€ 0.00,https://www.doctorphone.nl/reparatie-motorola-moto-g4-play-2016
2498,Motorola,Moto G4 Play 2016,"Prijsopgave voor verzekering
","Heeft u uw toestel laten vallen of derden en daardoor schade aan het toestel. Veel mensen weten niet dat de kosten voor het repareren van het toestel vaak bij de verzekering gedeclareerd kunnen worden.

Bij ons kunt u terecht voor een officiele factuur van de reparatiekosten. De kosten voor de factuur worden in mindering gebracht op de totale reparatiekosten als u het toestel bij ons laat repareren.",Direct na reparatie onderzoek,,€ 0.00,https://www.doctorphone.nl/reparatie-motorola-moto-g4-play-2016
2499,Motorola,Moto G4 Play 2016,"Software herstel
",Komt uw toestel niet verder dan het Logo of zitten er andere fouten in de software van het toestel? Bij deze reparatie wordt toestel volledig gewist en komt er nieuwe software op.,1 uur alleen op afspraak,3 maanden,€ 0.00,https://www.doctorphone.nl/reparatie-motorola-moto-g4-play-2016
2500,Motorola,Moto G4 Play 2016,"Anders
",Omschrijf de klacht zo duidelijk mogelijk bij de klachtomschrijving.,Wordt bij het ontvangst aangeven,,€ 0.00,https://www.doctorphone.nl/reparatie-motorola-moto-g4-play-2016
2501,Motorola,Moto G4 Play 2016,"Touchscreen glas vervangen
",Het touchscreen is de glasplaat met daaronder tegenaan de digitizer. Deze dient vervangen te worden wanneer het glas gebroken is en/of het scherm niet meer reageert op aanraking.,1 uur alleen op afspraak,Levenslang,€ 0.00,https://www.doctorphone.nl/reparatie-motorola-moto-g4-play-2016
2502,Motorola,Moto G4 Play 2016,"Voor camera
","Werkt de camera van uw toestel niet? Gaat camera lens niet open? Bij deze reparatie wordt de kapotte smartphone of tablet camera-unit vervangen door een nieuw, origineel exemplaar.",1 uur alleen op afspraak,3 maanden,€ 0.00,https://www.doctorphone.nl/reparatie-motorola-moto-g4-play-2016
2503,Motorola,Moto G4 Play 2016,"Achter camera
","Werkt de achter camera van uw toestel niet? Gaat camera lens niet open? Heeft u problemen met flits? Bij deze reparatie wordt de kapotte  camera-unit inclusief het flits vervangen door een nieuw, origineel exemplaar.",1 uur alleen op afspraak,3 maanden,€ 0.00,https://www.doctorphone.nl/reparatie-motorola-moto-g4-play-2016
2504,Motorola,Moto G4 Play 2016,"Oorspeaker vervangen
","Verstaat u tijdens het bellen uw gesprekspartner slecht, of zelfs niet?
Bij deze reparatie wordt de oor speaker unit vervangen door een nieuw, origineel exemplaar.",1 uur alleen op afspraak,3 maanden,€ 0.00,https://www.doctorphone.nl/reparatie-motorola-moto-g4-play-2016
2505,Motorola,Moto G4 Play 2016,"Microfoon vervangen
","Hoort de tegenpartij u nauwelijks of niet? Geen geluid tijdens het opnemen van video's
Bij deze reparatie wordt de microfoon vervangen door een nieuw, origineel exemplaar.",1 uur alleen op afspraak,3 maanden,€ 0.00,https://www.doctorphone.nl/reparatie-motorola-moto-g4-play-2016
2506,Motorola,Moto G4 Play 2016,"Backcover vervangen
",,,,€ 0.00,https://www.doctorphone.nl/reparatie-motorola-moto-g4-play-2016
2507,Motorola,Moto G4 Play 2016,"Luidspreker
",,,,€ 0.00,https://www.doctorphone.nl/reparatie-motorola-moto-g4-play-2016
2508,Motorola,Moto G4 Play 2016,"Koptelefoon aansluiting
",,,,€ 0.00,https://www.doctorphone.nl/reparatie-motorola-moto-g4-play-2016
2509,Motorola,Moto G4 Play 2016,"Home button vervangen
",,,,€ 0.00,https://www.doctorphone.nl/reparatie-motorola-moto-g4-play-2016
2510,Motorola,Moto G4 Plus,"Touchscreen / lcd scherm vervangen
","Wanneer uw toestel een glasbreuk, niet werkend Touchscreen of defect LCD display heeft (wit of zwarte vlekken/strepen) dan dient altijd het gehele scherm vervangen te worden.",1 uur alleen op afspraak,Levenslang,€ 169.00,https://www.doctorphone.nl/reparatie-motorola-moto-g4-plus
2511,Motorola,Moto G4 Plus,"Accu vervangen
","Laadt uw toestel niet of nauwelijks meer op? Valt het toestel vaak uit? Geeft het telkens andere percentages weer? Waarschijnlijk is dan de accu van de smartphone of tablet aan vervanging toe. Wij vervangen snel uw oude accu door een nieuw, origineel exemplaar!",1 uur alleen op afspraak,3 maanden,€ 49.00,https://www.doctorphone.nl/reparatie-motorola-moto-g4-plus
2512,Motorola,Moto G4 Plus,"Software herstel
",Komt uw toestel niet verder dan het Logo of zitten er andere fouten in de software van het toestel? Bij deze reparatie wordt toestel volledig gewist en komt er nieuwe software op.,1 uur alleen op afspraak,3 maanden,€ 35.00,https://www.doctorphone.nl/reparatie-motorola-moto-g4-plus
2513,Motorola,Moto G4 Plus,"Waterschade reparatie
","Bij waterschade wordt uw toestel intern schoongemaakt in een ultrasoon bad, en wordt bekeken welke onderdelen vervangen dienen te worden voor volledig herstel.
 
Dit alles binnen 1 werkdag. 80% kans op volledig herstel na waterschade.",1 werkdag,,€ 35.00,https://www.doctorphone.nl/reparatie-motorola-moto-g4-plus
2514,Motorola,Moto G4 Plus,"Prijsopgave voor verzekering
","Heeft u uw toestel laten vallen of derden en daardoor schade aan het toestel. Veel mensen weten niet dat de kosten voor het repareren van het toestel vaak bij de verzekering gedeclareerd kunnen worden.

Bij ons kunt u terecht voor een officiele factuur van de reparatiekosten. De kosten voor de factuur worden in mindering gebracht op de totale reparatiekosten als u het toestel bij ons laat repareren.",Direct na reparatie onderzoek,,€ 35.00,https://www.doctorphone.nl/reparatie-motorola-moto-g4-plus
2515,Motorola,Moto G4 Plus,"Backcover vervangen
",,,,€ 0.00,https://www.doctorphone.nl/reparatie-motorola-moto-g4-plus
2516,Motorola,Moto G4 Plus,"Luidspreker
",,,,€ 0.00,https://www.doctorphone.nl/reparatie-motorola-moto-g4-plus
2517,Motorola,Moto G4 Plus,"Microfoon vervangen
","Hoort de tegenpartij u nauwelijks of niet? Geen geluid tijdens het opnemen van video's
Bij deze reparatie wordt de microfoon vervangen door een nieuw, origineel exemplaar.",1 uur alleen op afspraak,3 maanden,€ 0.00,https://www.doctorphone.nl/reparatie-motorola-moto-g4-plus
2518,Motorola,Moto G4 Plus,"Oorspeaker vervangen
","Verstaat u tijdens het bellen uw gesprekspartner slecht, of zelfs niet?
Bij deze reparatie wordt de oor speaker unit vervangen door een nieuw, origineel exemplaar.",1 uur alleen op afspraak,3 maanden,€ 0.00,https://www.doctorphone.nl/reparatie-motorola-moto-g4-plus
2519,Motorola,Moto G4 Plus,"Voor camera
","Werkt de camera van uw toestel niet? Gaat camera lens niet open? Bij deze reparatie wordt de kapotte smartphone of tablet camera-unit vervangen door een nieuw, origineel exemplaar.",1 uur alleen op afspraak,3 maanden,€ 0.00,https://www.doctorphone.nl/reparatie-motorola-moto-g4-plus
2520,Motorola,Moto G4 Plus,"Achter camera
","Werkt de achter camera van uw toestel niet? Gaat camera lens niet open? Heeft u problemen met flits? Bij deze reparatie wordt de kapotte  camera-unit inclusief het flits vervangen door een nieuw, origineel exemplaar.",1 uur alleen op afspraak,3 maanden,€ 0.00,https://www.doctorphone.nl/reparatie-motorola-moto-g4-plus
2521,Motorola,Moto G4 Plus,"Anders
",Omschrijf de klacht zo duidelijk mogelijk bij de klachtomschrijving.,Wordt bij het ontvangst aangeven,,€ 0.00,https://www.doctorphone.nl/reparatie-motorola-moto-g4-plus
2522,Motorola,Moto G4 Plus,"Oplaad connector vervangen
","Laadt uw toestel niet meer op? Kunt u geen verbinding maken met uw Pc of Mac? Bij deze reparatie wordt de kapotte oplaad connector module vervangen door een nieuw, origineel exemplaar.",1 uur alleen op afspraak,3 maanden,€ 0.00,https://www.doctorphone.nl/reparatie-motorola-moto-g4-plus
2523,Motorola,Moto G4 Plus,"Koptelefoon aansluiting
",,,,€ 0.00,https://www.doctorphone.nl/reparatie-motorola-moto-g4-plus
2524,Motorola,Moto E 2nd,"Touchscreen / lcd scherm vervangen
","Wanneer uw toestel een glasbreuk, niet werkend Touchscreen of defect LCD display heeft (wit of zwarte vlekken/strepen) dan dient altijd het gehele scherm vervangen te worden.",1 uur alleen op afspraak,Levenslang,€ 89.00,https://www.doctorphone.nl/reparatie-motorola-moto-e-2nd
2525,Motorola,Moto E 2nd,"Achter camera
","Werkt de achter camera van uw toestel niet? Gaat camera lens niet open? Heeft u problemen met flits? Bij deze reparatie wordt de kapotte  camera-unit inclusief het flits vervangen door een nieuw, origineel exemplaar.",1 uur alleen op afspraak,3 maanden,€ 39.00,https://www.doctorphone.nl/reparatie-motorola-moto-e-2nd
2526,Motorola,Moto E 2nd,"Waterschade reparatie
","Bij waterschade wordt uw toestel intern schoongemaakt in een ultrasoon bad, en wordt bekeken welke onderdelen vervangen dienen te worden voor volledig herstel.
 
Dit alles binnen 1 werkdag. 80% kans op volledig herstel na waterschade.",1 werkdag,,€ 35.00,https://www.doctorphone.nl/reparatie-motorola-moto-e-2nd
2527,Motorola,Moto E 2nd,"Prijsopgave voor verzekering
","Heeft u uw toestel laten vallen of derden en daardoor schade aan het toestel. Veel mensen weten niet dat de kosten voor het repareren van het toestel vaak bij de verzekering gedeclareerd kunnen worden.

Bij ons kunt u terecht voor een officiele factuur van de reparatiekosten. De kosten voor de factuur worden in mindering gebracht op de totale reparatiekosten als u het toestel bij ons laat repareren.",Direct na reparatie onderzoek,,€ 35.00,https://www.doctorphone.nl/reparatie-motorola-moto-e-2nd
2528,Motorola,Moto E 2nd,"Voor camera
","Werkt de camera van uw toestel niet? Gaat camera lens niet open? Bij deze reparatie wordt de kapotte smartphone of tablet camera-unit vervangen door een nieuw, origineel exemplaar.",1 uur alleen op afspraak,3 maanden,€ 29.00,https://www.doctorphone.nl/reparatie-motorola-moto-e-2nd
2529,Motorola,Moto E 2nd,"Software herstel
",Komt uw toestel niet verder dan het Logo of zitten er andere fouten in de software van het toestel? Bij deze reparatie wordt toestel volledig gewist en komt er nieuwe software op.,1 uur alleen op afspraak,3 maanden,€ 25.00,https://www.doctorphone.nl/reparatie-motorola-moto-e-2nd
2530,Motorola,Moto E 2nd,"Backcover vervangen
",,,,€ 0.00,https://www.doctorphone.nl/reparatie-motorola-moto-e-2nd
2531,Motorola,Moto E 2nd,"Luidspreker
",,,,€ 0.00,https://www.doctorphone.nl/reparatie-motorola-moto-e-2nd
2532,Motorola,Moto E 2nd,"Microfoon vervangen
","Hoort de tegenpartij u nauwelijks of niet? Geen geluid tijdens het opnemen van video's
Bij deze reparatie wordt de microfoon vervangen door een nieuw, origineel exemplaar.",1 uur alleen op afspraak,3 maanden,€ 0.00,https://www.doctorphone.nl/reparatie-motorola-moto-e-2nd
2533,Motorola,Moto E 2nd,"Oorspeaker vervangen
","Verstaat u tijdens het bellen uw gesprekspartner slecht, of zelfs niet?
Bij deze reparatie wordt de oor speaker unit vervangen door een nieuw, origineel exemplaar.",1 uur alleen op afspraak,3 maanden,€ 0.00,https://www.doctorphone.nl/reparatie-motorola-moto-e-2nd
2534,Motorola,Moto E 2nd,"Anders
",Omschrijf de klacht zo duidelijk mogelijk bij de klachtomschrijving.,Wordt bij het ontvangst aangeven,,€ 0.00,https://www.doctorphone.nl/reparatie-motorola-moto-e-2nd
2535,Motorola,Moto E 2nd,"Accu vervangen
","Laadt uw toestel niet of nauwelijks meer op? Valt het toestel vaak uit? Geeft het telkens andere percentages weer? Waarschijnlijk is dan de accu van de smartphone of tablet aan vervanging toe. Wij vervangen snel uw oude accu door een nieuw, origineel exemplaar!",1 uur alleen op afspraak,3 maanden,€ 0.00,https://www.doctorphone.nl/reparatie-motorola-moto-e-2nd
2536,Motorola,Moto E 2nd,"Oplaad connector vervangen
","Laadt uw toestel niet meer op? Kunt u geen verbinding maken met uw Pc of Mac? Bij deze reparatie wordt de kapotte oplaad connector module vervangen door een nieuw, origineel exemplaar.",1 uur alleen op afspraak,3 maanden,€ 0.00,https://www.doctorphone.nl/reparatie-motorola-moto-e-2nd
2537,Motorola,Moto E 2nd,"Koptelefoon aansluiting
",,,,€ 0.00,https://www.doctorphone.nl/reparatie-motorola-moto-e-2nd
2538,Motorola,Moto E3,"Touchscreen / lcd scherm vervangen
","Wanneer uw toestel een glasbreuk, niet werkend Touchscreen of defect LCD display heeft (wit of zwarte vlekken/strepen) dan dient altijd het gehele scherm vervangen te worden.",1 uur alleen op afspraak,Levenslang,€ 89.00,https://www.doctorphone.nl/reparatie-motorola-moto-e3
2539,Motorola,Moto E3,"Achter camera
","Werkt de achter camera van uw toestel niet? Gaat camera lens niet open? Heeft u problemen met flits? Bij deze reparatie wordt de kapotte  camera-unit inclusief het flits vervangen door een nieuw, origineel exemplaar.",1 uur alleen op afspraak,3 maanden,€ 39.00,https://www.doctorphone.nl/reparatie-motorola-moto-e3
2540,Motorola,Moto E3,"Prijsopgave voor verzekering
","Heeft u uw toestel laten vallen of derden en daardoor schade aan het toestel. Veel mensen weten niet dat de kosten voor het repareren van het toestel vaak bij de verzekering gedeclareerd kunnen worden.

Bij ons kunt u terecht voor een officiele factuur van de reparatiekosten. De kosten voor de factuur worden in mindering gebracht op de totale reparatiekosten als u het toestel bij ons laat repareren.",Direct na reparatie onderzoek,,€ 35.00,https://www.doctorphone.nl/reparatie-motorola-moto-e3
2541,Motorola,Moto E3,"Waterschade reparatie
","Bij waterschade wordt uw toestel intern schoongemaakt in een ultrasoon bad, en wordt bekeken welke onderdelen vervangen dienen te worden voor volledig herstel.
 
Dit alles binnen 1 werkdag. 80% kans op volledig herstel na waterschade.",1 werkdag,,€ 35.00,https://www.doctorphone.nl/reparatie-motorola-moto-e3
2542,Motorola,Moto E3,"Software herstel
",Komt uw toestel niet verder dan het Logo of zitten er andere fouten in de software van het toestel? Bij deze reparatie wordt toestel volledig gewist en komt er nieuwe software op.,1 uur alleen op afspraak,3 maanden,€ 35.00,https://www.doctorphone.nl/reparatie-motorola-moto-e3
2543,Motorola,Moto E3,"Voor camera
","Werkt de camera van uw toestel niet? Gaat camera lens niet open? Bij deze reparatie wordt de kapotte smartphone of tablet camera-unit vervangen door een nieuw, origineel exemplaar.",1 uur alleen op afspraak,3 maanden,€ 29.00,https://www.doctorphone.nl/reparatie-motorola-moto-e3
2544,Motorola,Moto E3,"Oplaad connector vervangen
","Laadt uw toestel niet meer op? Kunt u geen verbinding maken met uw Pc of Mac? Bij deze reparatie wordt de kapotte oplaad connector module vervangen door een nieuw, origineel exemplaar.",1 uur alleen op afspraak,3 maanden,€ 0.00,https://www.doctorphone.nl/reparatie-motorola-moto-e3
2545,Motorola,Moto E3,"Accu vervangen
","Laadt uw toestel niet of nauwelijks meer op? Valt het toestel vaak uit? Geeft het telkens andere percentages weer? Waarschijnlijk is dan de accu van de smartphone of tablet aan vervanging toe. Wij vervangen snel uw oude accu door een nieuw, origineel exemplaar!",1 uur alleen op afspraak,3 maanden,€ 0.00,https://www.doctorphone.nl/reparatie-motorola-moto-e3
2546,Motorola,Moto E3,"Anders
",Omschrijf de klacht zo duidelijk mogelijk bij de klachtomschrijving.,Wordt bij het ontvangst aangeven,,€ 0.00,https://www.doctorphone.nl/reparatie-motorola-moto-e3
2547,Motorola,Moto E3,"Oorspeaker vervangen
","Verstaat u tijdens het bellen uw gesprekspartner slecht, of zelfs niet?
Bij deze reparatie wordt de oor speaker unit vervangen door een nieuw, origineel exemplaar.",1 uur alleen op afspraak,3 maanden,€ 0.00,https://www.doctorphone.nl/reparatie-motorola-moto-e3
2548,Motorola,Moto E3,"Microfoon vervangen
","Hoort de tegenpartij u nauwelijks of niet? Geen geluid tijdens het opnemen van video's
Bij deze reparatie wordt de microfoon vervangen door een nieuw, origineel exemplaar.",1 uur alleen op afspraak,3 maanden,€ 0.00,https://www.doctorphone.nl/reparatie-motorola-moto-e3
2549,Motorola,Moto E3,"Backcover vervangen
",,,,€ 0.00,https://www.doctorphone.nl/reparatie-motorola-moto-e3
2550,Motorola,Moto E3,"Luidspreker
",,,,€ 0.00,https://www.doctorphone.nl/reparatie-motorola-moto-e3
